29/07/2019 08:22:39,1,sapir,
29/07/2019 09:38:02,1,sapir,
29/07/2019 10:31:14,1,sapir,
29/07/2019 10:59:22,1,sapir,
14/08/2019 12:03:59,2,sapir,
